11,2133,842.75,470.42,23.46,32.90,0.82,-1,-1,-1
11,2138,1659.52,784.12,123.58,36.78,0.76,-1,-1,-1
11,2140,1695.48,311.86,18.34,19.69,0.74,-1,-1,-1
12,2145,2440.06,1383.87,44.35,55.34,0.86,-1,-1,-1
13,2151,2194.30,1054.76,175.13,63.56,0.83,-1,-1,-1
14,2151,2190.52,1056.41,171.95,63.15,0.81,-1,-1,-1
14,2165,2213.79,1098.51,113.88,31.38,0.81,-1,-1,-1
15,2165,2184.67,1082.35,219.66,61.41,0.83,-1,-1,-1
17,2198,2267.15,1173.11,54.32,71.04,0.80,-1,-1,-1
18,2198,2255.04,1204.69,54.84,71.77,0.80,-1,-1,-1
36,2284,1160.35,717.65,27.82,51.66,0.74,-1,-1,-1
37,2284,1150.16,698.74,33.92,63.44,0.77,-1,-1,-1
38,2291,1273.97,568.24,32.65,39.43,0.76,-1,-1,-1
39,2291,1282.69,557.43,31.85,38.62,0.73,-1,-1,-1
39,2293,1186.89,989.62,52.24,64.26,0.75,-1,-1,-1
43,2303,1296.41,655.55,21.99,44.86,0.76,-1,-1,-1
44,2303,1286.11,659.39,19.71,39.93,0.78,-1,-1,-1
48,2317,2168.32,692.94,28.00,29.10,0.78,-1,-1,-1
48,2318,1210.79,602.87,18.09,27.23,0.79,-1,-1,-1
48,2319,1159.89,678.19,19.77,32.37,0.69,-1,-1,-1
49,2317,2172.73,697.97,22.08,22.76,0.73,-1,-1,-1
49,2318,1207.01,601.02,18.23,27.35,0.85,-1,-1,-1
49,2319,1153.23,677.98,18.93,30.86,0.77,-1,-1,-1
49,2321,2490.78,629.59,28.70,25.98,0.75,-1,-1,-1
50,2318,1203.98,598.87,19.12,28.71,0.82,-1,-1,-1
50,2319,1152.99,670.72,20.64,33.46,0.72,-1,-1,-1
50,2321,2499.81,633.28,28.59,25.98,0.72,-1,-1,-1
51,2318,1204.95,594.56,21.00,31.67,0.80,-1,-1,-1
51,2319,1155.01,670.71,19.76,31.47,0.73,-1,-1,-1
51,2321,2494.89,637.85,32.38,29.64,0.75,-1,-1,-1
52,2318,1209.95,594.83,18.93,28.58,0.80,-1,-1,-1
52,2319,1154.67,668.86,21.61,34.15,0.82,-1,-1,-1
52,2321,2487.80,641.75,24.87,22.54,0.67,-1,-1,-1
53,2318,1216.48,590.88,18.85,28.48,0.78,-1,-1,-1
53,2321,2480.14,648.53,20.26,17.24,0.52,-1,-1,-1
54,2318,1227.99,588.08,17.60,26.51,0.81,-1,-1,-1
54,2321,2473.59,653.40,19.06,15.71,0.22,-1,-1,-1
54,2326,1185.90,661.28,22.52,30.54,0.80,-1,-1,-1
55,2318,1234.18,590.08,21.31,31.64,0.73,-1,-1,-1
55,2326,1202.20,668.93,18.28,24.59,0.69,-1,-1,-1
56,2318,1239.82,591.57,17.13,24.55,0.68,-1,-1,-1
57,2318,1248.84,590.36,17.81,25.36,0.65,-1,-1,-1
58,2318,1245.66,591.61,20.52,29.82,0.75,-1,-1,-1
58,2326,1244.89,674.06,17.71,21.82,0.51,-1,-1,-1
59,2318,1245.72,587.89,18.12,26.41,0.71,-1,-1,-1
60,2318,1246.71,584.28,16.60,24.90,0.69,-1,-1,-1
61,2318,1246.73,580.28,18.78,28.85,0.72,-1,-1,-1
