1,3621,3730.70,1889.58,108.63,134.31,0.83,-1,-1,-1
1,3622,1748.37,1219.10,66.16,47.34,0.76,-1,-1,-1
2,3621,3729.21,1888.68,108.82,134.47,0.84,-1,-1,-1
4,3622,1649.28,1151.55,270.42,197.22,0.81,-1,-1,-1
5,3641,1705.38,1589.61,128.99,203.85,0.52,-1,-1,-1
5,3622,1576.11,1139.05,336.92,254.16,0.56,-1,-1,-1
6,3641,1697.76,1711.45,81.21,122.86,0.88,-1,-1,-1
6,3622,1604.46,1153.15,258.16,191.04,0.72,-1,-1,-1
23,3690,2103.54,814.65,64.68,112.32,0.51,-1,-1,-1
24,3690,2088.67,840.32,62.47,107.46,0.56,-1,-1,-1
24,3692,2066.09,890.44,73.70,102.61,0.66,-1,-1,-1
33,3690,1984.52,966.50,105.80,175.87,0.74,-1,-1,-1
34,3726,1553.35,472.90,148.04,344.80,0.84,-1,-1,-1
34,3731,852.31,960.54,141.86,330.64,0.71,-1,-1,-1
43,3731,807.35,1088.86,81.88,145.39,0.73,-1,-1,-1
45,3802,1791.74,1857.03,292.59,280.88,0.92,-1,-1,-1
46,3802,1829.86,1804.29,270.76,257.65,0.91,-1,-1,-1
47,3802,1855.37,1750.34,243.72,228.62,0.74,-1,-1,-1
48,3802,1922.11,1615.42,188.02,173.32,0.57,-1,-1,-1
49,3802,1951.59,1553.30,171.52,154.82,0.64,-1,-1,-1
49,3806,813.33,108.81,439.85,214.78,0.88,-1,-1,-1
50,3802,1917.25,1420.42,152.42,138.41,0.51,-1,-1,-1
59,3806,993.18,158.43,170.00,82.85,0.83,-1,-1,-1
73,3942,3610.34,2046.30,105.85,110.52,0.53,-1,-1,-1
